Country,Indicator,Value,Rank,Country_with_rank
Czechia,Surface area,78.9,118,118. Czechia
Panama,Surface area,75.3,119,119. Panama
Sierra Leone,Surface area,72.3,120,120. Sierra Leone
Ireland,Surface area,70.3,121,121. Ireland
Georgia,Surface area,69.7,122,122. Georgia
Sri Lanka,Surface area,65.6,123,123. Sri Lanka
Lithuania,Surface area,65.3,124,124. Lithuania
Latvia,Surface area,64.6,125,125. Latvia
Togo,Surface area,56.8,126,126. Togo
Bosnia and Herzegovina,Surface area,51.2,127,127. Bosnia and Herzegovina
Costa Rica,Surface area,51.1,128,128. Costa Rica
Slovak Republic,Surface area,49,129,129. Slovak Republic
Estonia,Surface area,45.3,130,130. Estonia
Denmark,Surface area,42.9,131,131. Denmark
Netherlands,Surface area,41.5,132,132. Netherlands
Switzerland,Surface area,41.3,133,133. Switzerland
Bhutan,Surface area,38.4,134,134. Bhutan
Guinea-Bissau,Surface area,36.1,135,135. Guinea-Bissau
Moldova,Surface area,33.9,136,136. Moldova
Belgium,Surface area,30.7,137,137. Belgium
Lesotho,Surface area,30.4,138,138. Lesotho
Armenia,Surface area,29.7,139,139. Armenia
Solomon Islands,Surface area,28.9,140,140. Solomon Islands
Albania,Surface area,28.8,141,141. Albania
Equatorial Guinea,Surface area,28.1,142,142. Equatorial Guinea
Burundi,Surface area,27.8,143,143. Burundi
Haiti,Surface area,27.8,144,144. Haiti
Rwanda,Surface area,26.3,145,145. Rwanda
North Macedonia,Surface area,25.7,146,146. North Macedonia
Djibouti,Surface area,23.2,147,147. Djibouti
Belize,Surface area,23,148,148. Belize
Israel,Surface area,22.1,149,149. Israel
El Salvador,Surface area,21,150,150. El Salvador
Slovenia,Surface area,20.5,151,151. Slovenia
New Caledonia,Surface area,18.6,152,152. New Caledonia
Fiji,Surface area,18.3,153,153. Fiji
Kuwait,Surface area,17.8,154,154. Kuwait
Eswatini,Surface area,17.4,155,155. Eswatini
Timor-Leste,Surface area,14.9,156,156. Timor-Leste
"Bahamas, The",Surface area,13.9,157,"157. Bahamas, The"
Montenegro,Surface area,13.9,158,158. Montenegro
Faroe Islands,Surface area,13,159,159. Faroe Islands
Vanuatu,Surface area,12.2,160,160. Vanuatu
Qatar,Surface area,11.5,161,161. Qatar
"Gambia, The",Surface area,11.3,162,"162. Gambia, The"
Jamaica,Surface area,11,163,163. Jamaica
Lebanon,Surface area,10.5,164,164. Lebanon
Cyprus,Surface area,9.3,165,165. Cyprus
Puerto Rico (US),Surface area,8.9,166,166. Puerto Rico (US)
West Bank and Gaza,Surface area,6,167,167. West Bank and Gaza
Brunei Darussalam,Surface area,5.8,168,168. Brunei Darussalam
Trinidad and Tobago,Surface area,5.1,169,169. Trinidad and Tobago
Bermuda,Surface area,4.3,170,170. Bermuda
Cabo Verde,Surface area,4,171,171. Cabo Verde
French Polynesia,Surface area,3.5,172,172. French Polynesia
Samoa,Surface area,2.8,173,173. Samoa
Luxembourg,Surface area,2.6,174,174. Luxembourg
Mauritius,Surface area,2,175,175. Mauritius
Comoros,Surface area,1.9,176,176. Comoros
"Hong Kong SAR, China",Surface area,1.1,177,"177. Hong Kong SAR, China"
Sao Tome and Principe,Surface area,1,178,178. Sao Tome and Principe
Turks and Caicos Islands,Surface area,1,179,179. Turks and Caicos Islands
Bahrain,Surface area,0.8,180,180. Bahrain
Dominica,Surface area,0.8,181,181. Dominica
Kiribati,Surface area,0.8,182,182. Kiribati
Tonga,Surface area,0.8,183,183. Tonga
"Micronesia, Fed. Sts.",Surface area,0.7,184,"184. Micronesia, Fed. Sts."
Singapore,Surface area,0.7,185,185. Singapore
Isle of Man,Surface area,0.6,186,186. Isle of Man
St. Lucia,Surface area,0.6,187,187. St. Lucia
Andorra,Surface area,0.5,188,188. Andorra
Guam,Surface area,0.5,189,189. Guam
Northern Mariana Islands,Surface area,0.5,190,190. Northern Mariana Islands
Palau,Surface area,0.5,191,191. Palau
Seychelles,Surface area,0.5,192,192. Seychelles
Antigua and Barbuda,Surface area,0.4,193,193. Antigua and Barbuda
Barbados,Surface area,0.4,194,194. Barbados
Curacao,Surface area,0.4,195,195. Curacao
St. Vincent and the Grenadines,Surface area,0.4,196,196. St. Vincent and the Grenadines
Virgin Islands (U.S.),Surface area,0.4,197,197. Virgin Islands (U.S.)
Cayman Islands,Surface area,0.3,198,198. Cayman Islands
Grenada,Surface area,0.3,199,199. Grenada
Maldives,Surface area,0.3,200,200. Maldives
Malta,Surface area,0.3,201,201. Malta
St. Kitts and Nevis,Surface area,0.3,202,202. St. Kitts and Nevis
American Samoa,Surface area,0.2,203,203. American Samoa
Aruba,Surface area,0.2,204,204. Aruba
Liechtenstein,Surface area,0.2,205,205. Liechtenstein
Marshall Islands,Surface area,0.2,206,206. Marshall Islands
Monaco,Surface area,0.1,207,207. Monaco
San Marino,Surface area,0.1,208,208. San Marino
St. Martin (French part),Surface area,0.1,209,209. St. Martin (French part)
"Macao SAR, China",Surface area,0,210,"210. Macao SAR, China"
Nauru,Surface area,0,211,211. Nauru
Sint Maarten (Dutch part),Surface area,0,212,212. Sint Maarten (Dutch part)
Tuvalu,Surface area,0,213,213. Tuvalu
Eswatini,Unemployment,34.4,1,1. Eswatini
South Africa,Unemployment,33.2,2,2. South Africa
Djibouti,Unemployment,25.9,3,3. Djibouti
Botswana,Unemployment,23.1,4,4. Botswana
Gabon,Unemployment,20.1,5,5. Gabon
"Congo, Rep.",Unemployment,19.7,6,"6. Congo, Rep."
Namibia,Unemployment,19.1,7,7. Namibia
"Somalia, Fed. Rep.",Unemployment,18.9,8,"8. Somalia, Fed. Rep."
Libya,Unemployment,18.6,9,9. Libya
St. Vincent and the Grenadines,Unemployment,18.1,10,10. St. Vincent and the Grenadines
Jordan,Unemployment,18,11,11. Jordan
"Yemen, Rep.",Unemployment,17.1,12,"12. Yemen, Rep."
Tunisia,Unemployment,16.2,13,13. Tunisia
Lesotho,Unemployment,16.1,14,14. Lesotho
Iraq,Unemployment,15.5,15,15. Iraq
Haiti,Unemployment,15.1,16,16. Haiti
Angola,Unemployment,14.5,17,17. Angola
Montenegro,Unemployment,14.1,18,18. Montenegro
North Macedonia,Unemployment,13.4,19,19. North Macedonia
Afghanistan,Unemployment,13.3,20,20. Afghanistan
Armenia,Unemployment,13.3,21,21. Armenia
Syrian Arab Republic,Unemployment,13,22,22. Syrian Arab Republic
Rwanda,Unemployment,12,23,23. Rwanda
Virgin Islands (U.S.),Unemployment,12,24,24. Virgin Islands (U.S.)
Cabo Verde,Unemployment,11.9,25,25. Cabo Verde
French Polynesia,Unemployment,11.8,26,26. French Polynesia
Tajikistan,Unemployment,11.6,27,27. Tajikistan
Georgia,Unemployment,11.5,28,28. Georgia
Algeria,Unemployment,11.4,29,29. Algeria
Spain,Unemployment,11.4,30,30. Spain
New Caledonia,Unemployment,11.2,31,31. New Caledonia
St. Lucia,Unemployment,10.9,32,32. St. Lucia
Bosnia and Herzegovina,Unemployment,10.7,33,33. Bosnia and Herzegovina
Nepal,Unemployment,10.7,34,34. Nepal
Mauritania,Unemployment,10.4,35,35. Mauritania
Albania,Unemployment,10.3,36,36. Albania
Guyana,Unemployment,10.2,37,37. Guyana
Greece,Unemployment,10.1,38,38. Greece
Colombia,Unemployment,9.6,39,39. Colombia
"Iran, Islamic Rep.",Unemployment,9.2,40,"40. Iran, Islamic Rep."
Sao Tome and Principe,Unemployment,9.2,41,41. Sao Tome and Principe
Chile,Unemployment,9.1,42,42. Chile
Morocco,Unemployment,8.9,43,43. Morocco
Zimbabwe,Unemployment,8.6,44,44. Zimbabwe
"Bahamas, The",Unemployment,8.5,45,"45. Bahamas, The"
Sweden,Unemployment,8.5,46,46. Sweden
Turkiye,Unemployment,8.4,47,47. Turkiye
Uruguay,Unemployment,8.4,48,48. Uruguay
Finland,Unemployment,8.3,49,49. Finland
Argentina,Unemployment,7.9,50,50. Argentina
Costa Rica,Unemployment,7.8,51,51. Costa Rica
Equatorial Guinea,Unemployment,7.8,52,52. Equatorial Guinea
Estonia,Unemployment,7.8,53,53. Estonia
Brazil,Unemployment,7.6,54,54. Brazil
Barbados,Unemployment,7.5,55,55. Barbados
Lithuania,Unemployment,7.5,56,56. Lithuania
France,Unemployment,7.4,57,57. France
Serbia,Unemployment,7.4,58,58. Serbia
Suriname,Unemployment,7.3,59,59. Suriname
"Egypt, Arab Rep.",Unemployment,7.2,60,"60. Egypt, Arab Rep."
Belize,Unemployment,7,61,61. Belize
Italy,Unemployment,6.8,62,62. Italy
Latvia,Unemployment,6.7,63,63. Latvia
Canada,Unemployment,6.5,64,64. Canada
"Gambia, The",Unemployment,6.5,65,"65. Gambia, The"
Panama,Unemployment,6.5,66,66. Panama
Portugal,Unemployment,6.4,67,67. Portugal
Channel Islands,Unemployment,6.3,68,68. Channel Islands
Honduras,Unemployment,6.1,69,69. Honduras
Paraguay,Unemployment,6.1,70,70. Paraguay
Zambia,Unemployment,6,71,71. Zambia
Central African Republic,Unemployment,5.9,72,72. Central African Republic
Luxembourg,Unemployment,5.9,73,73. Luxembourg
Azerbaijan,Unemployment,5.6,74,74. Azerbaijan
Cyprus,Unemployment,5.6,75,75. Cyprus
Denmark,Unemployment,5.6,76,76. Denmark
Eritrea,Unemployment,5.6,77,77. Eritrea
Guam,Unemployment,5.6,78,78. Guam
Belgium,Unemployment,5.5,79,79. Belgium
Dominican Republic,Unemployment,5.5,80,80. Dominican Republic
Mauritius,Unemployment,5.5,81,81. Mauritius
Pakistan,Unemployment,5.5,82,82. Pakistan
Puerto Rico (US),Unemployment,5.5,83,83. Puerto Rico (US)
"Venezuela, RB",Unemployment,5.5,84,"84. Venezuela, RB"
Austria,Unemployment,5.4,85,85. Austria
Kenya,Unemployment,5.4,86,86. Kenya
Mongolia,Unemployment,5.4,87,87. Mongolia
Romania,Unemployment,5.4,88,88. Romania
Burkina Faso,Unemployment,5.2,89,89. Burkina Faso
Croatia,Unemployment,5.2,90,90. Croatia
Guinea,Unemployment,5.2,91,91. Guinea
Slovak Republic,Unemployment,5.2,92,92. Slovak Republic
Brunei Darussalam,Unemployment,5.1,93,93. Brunei Darussalam
Vanuatu,Unemployment,5.1,94,94. Vanuatu
Malawi,Unemployment,5,95,95. Malawi
Sri Lanka,Unemployment,5,96,96. Sri Lanka
Jamaica,Unemployment,4.9,97,97. Jamaica
New Zealand,Unemployment,4.9,98,98. New Zealand
Ecuador,Unemployment,4.8,99,99. Ecuador
Kazakhstan,Unemployment,4.8,100,100. Kazakhstan
Peru,Unemployment,4.8,101,101. Peru
Bangladesh,Unemployment,4.7,102,102. Bangladesh
China,Unemployment,4.6,103,103. China
"Congo, Dem. Rep.",Unemployment,4.6,104,"104. Congo, Dem. Rep."
Maldives,Unemployment,4.6,105,105. Maldives
Nicaragua,Unemployment,4.6,106,106. Nicaragua
Samoa,Unemployment,4.6,107,107. Samoa
Trinidad and Tobago,Unemployment,4.5,108,108. Trinidad and Tobago
Uzbekistan,Unemployment,4.5,109,109. Uzbekistan
Hungary,Unemployment,4.4,110,110. Hungary
Ireland,Unemployment,4.4,111,111. Ireland
Fiji,Unemployment,4.3,112,112. Fiji
Turkmenistan,Unemployment,4.3,113,113. Turkmenistan
India,Unemployment,4.2,114,114. India
Australia,Unemployment,4.1,115,115. Australia
Bulgaria,Unemployment,4.1,116,116. Bulgaria
Switzerland,Unemployment,4.1,117,117. Switzerland
United Kingdom,Unemployment,4.1,118,118. United Kingdom
United States,Unemployment,4.1,119,119. United States
Norway,Unemployment,4,120,120. Norway
Comoros,Unemployment,3.9,121,121. Comoros
Saudi Arabia,Unemployment,3.9,122,122. Saudi Arabia
Malaysia,Unemployment,3.8,123,123. Malaysia
Netherlands,Unemployment,3.6,124,124. Netherlands
Cameroon,Unemployment,3.5,125,125. Cameroon
Mozambique,Unemployment,3.5,126,126. Mozambique
Belarus,Unemployment,3.4,127,127. Belarus
Ethiopia,Unemployment,3.4,128,128. Ethiopia
Germany,Unemployment,3.4,129,129. Germany
Slovenia,Unemployment,3.4,130,130. Slovenia
Indonesia,Unemployment,3.3,131,131. Indonesia
Kyrgyz Republic,Unemployment,3.3,132,132. Kyrgyz Republic
Israel,Unemployment,3.2,133,133. Israel
Oman,Unemployment,3.2,134,134. Oman
Singapore,Unemployment,3.2,135,135. Singapore
Bolivia,Unemployment,3.1,136,136. Bolivia
Iceland,Unemployment,3.1,137,137. Iceland
Mali,Unemployment,3.1,138,138. Mali
Sierra Leone,Unemployment,3.1,139,139. Sierra Leone
Ghana,Unemployment,3,140,140. Ghana
Madagascar,Unemployment,3,141,141. Madagascar
Myanmar,Unemployment,3,142,142. Myanmar
Nigeria,Unemployment,3,143,143. Nigeria
Senegal,Unemployment,3,144,144. Senegal
Bhutan,Unemployment,2.9,145,145. Bhutan
Liberia,Unemployment,2.9,146,146. Liberia
Uganda,Unemployment,2.9,147,147. Uganda
El Salvador,Unemployment,2.8,148,148. El Salvador
"Hong Kong SAR, China",Unemployment,2.8,149,"149. Hong Kong SAR, China"
Malta,Unemployment,2.7,150,150. Malta
Mexico,Unemployment,2.7,151,151. Mexico
Papua New Guinea,Unemployment,2.7,152,152. Papua New Guinea
Guinea-Bissau,Unemployment,2.6,153,153. Guinea-Bissau
Japan,Unemployment,2.6,154,154. Japan
"Korea, Rep.",Unemployment,2.6,155,"155. Korea, Rep."
Tanzania,Unemployment,2.6,156,156. Tanzania
Czechia,Unemployment,2.5,157,157. Czechia
Poland,Unemployment,2.5,158,158. Poland
Russian Federation,Unemployment,2.5,159,159. Russian Federation
"Macao SAR, China",Unemployment,2.4,160,"160. Macao SAR, China"
Cote d'Ivoire,Unemployment,2.3,161,161. Cote d'Ivoire
Guatemala,Unemployment,2.2,162,162. Guatemala
Philippines,Unemployment,2.2,163,163. Philippines
Tonga,Unemployment,2.2,164,164. Tonga
Kuwait,Unemployment,2.1,165,165. Kuwait
United Arab Emirates,Unemployment,2.1,166,166. United Arab Emirates
Togo,Unemployment,1.9,167,167. Togo
Benin,Unemployment,1.7,168,168. Benin
Timor-Leste,Unemployment,1.6,169,169. Timor-Leste
Cuba,Unemployment,1.5,170,170. Cuba
Solomon Islands,Unemployment,1.5,171,171. Solomon Islands
Moldova,Unemployment,1.4,172,172. Moldova
Viet Nam,Unemployment,1.4,173,173. Viet Nam
Lao PDR,Unemployment,1.2,174,174. Lao PDR
Bahrain,Unemployment,1.1,175,175. Bahrain
Chad,Unemployment,1.1,176,176. Chad
Burundi,Unemployment,0.9,177,177. Burundi
Thailand,Unemployment,0.7,178,178. Thailand
Niger,Unemployment,0.4,179,179. Niger
Cambodia,Unemployment,0.3,180,180. Cambodia
Qatar,Unemployment,0.1,181,181. Qatar
Bermuda,Urban population share,100,1,1. Bermuda
Cayman Islands,Urban population share,100,2,2. Cayman Islands
"Hong Kong SAR, China",Urban population share,100,3,"3. Hong Kong SAR, China"
Kuwait,Urban population share,100,4,4. Kuwait
"Macao SAR, China",Urban population share,100,5,"5. Macao SAR, China"
Monaco,Urban population share,100,6,6. Monaco
Nauru,Urban population share,100,7,7. Nauru
Singapore,Urban population share,100,8,8. Singapore
Sint Maarten (Dutch part),Urban population share,100,9,9. Sint Maarten (Dutch part)
Qatar,Urban population share,99.4,10,10. Qatar
Belgium,Urban population share,98.2,11,11. Belgium
San Marino,Urban population share,97.9,12,12. San Marino
Virgin Islands (U.S.),Urban population share,96.3,13,13. Virgin Islands (U.S.)
Uruguay,Urban population share,95.9,14,14. Uruguay
Guam,Urban population share,95.2,15,15. Guam
Malta,Urban population share,95,16,16. Malta
Turks and Caicos Islands,Urban population share,94.4,17,17. Turks and Caicos Islands
Iceland,Urban population share,94.1,18,18. Iceland
Puerto Rico (US),Urban population share,93.7,19,19. Puerto Rico (US)
Netherlands,Urban population share,93.5,20,20. Netherlands
Israel,Urban population share,92.9,21,21. Israel
Argentina,Urban population share,92.6,22,22. Argentina
Luxembourg,Urban population share,92.3,23,23. Luxembourg
Jordan,Urban population share,92.2,24,24. Jordan
Northern Mariana Islands,Urban population share,92.2,25,25. Northern Mariana Islands
Japan,Urban population share,92.1,26,26. Japan
Gabon,Urban population share,91.3,27,27. Gabon
Bahrain,Urban population share,90,28,28. Bahrain
Lebanon,Urban population share,89.6,29,29. Lebanon
Curacao,Urban population share,89,30,30. Curacao
Oman,Urban population share,89,31,31. Oman
Sweden,Urban population share,89,32,32. Sweden
Denmark,Urban population share,88.6,33,33. Denmark
"Venezuela, RB",Urban population share,88.5,34,"34. Venezuela, RB"
Chile,Urban population share,88.1,35,35. Chile
Greenland,Urban population share,88.1,36,36. Greenland
Brazil,Urban population share,88,37,37. Brazil
United Arab Emirates,Urban population share,88,38,38. United Arab Emirates
Andorra,Urban population share,87.7,39,39. Andorra
American Samoa,Urban population share,87.3,40,40. American Samoa
New Zealand,Urban population share,87.1,41,41. New Zealand
Australia,Urban population share,86.8,42,42. Australia
Finland,Urban population share,85.9,43,43. Finland
Saudi Arabia,Urban population share,85.2,44,44. Saudi Arabia
Dominican Republic,Urban population share,85,45,45. Dominican Republic
United Kingdom,Urban population share,84.9,46,46. United Kingdom
Norway,Urban population share,84.3,47,47. Norway
"Bahamas, The",Urban population share,83.8,48,"48. Bahamas, The"
United States,Urban population share,83.5,49,49. United States
Costa Rica,Urban population share,83.2,50,50. Costa Rica
Palau,Urban population share,82.8,51,51. Palau
Colombia,Urban population share,82.7,52,52. Colombia
Canada,Urban population share,82,53,53. Canada
France,Urban population share,82,54,54. France
Libya,Urban population share,81.9,55,55. Libya
Mexico,Urban population share,81.9,56,56. Mexico
Spain,Urban population share,81.8,57,57. Spain
"Korea, Rep.",Urban population share,81.5,58,"58. Korea, Rep."
Belarus,Urban population share,81.1,59,59. Belarus
Greece,Urban population share,81,60,60. Greece
Brunei Darussalam,Urban population share,79.4,61,61. Brunei Darussalam
Malaysia,Urban population share,79.2,62,62. Malaysia
Marshall Islands,Urban population share,79.2,63,63. Marshall Islands
Peru,Urban population share,79.1,64,64. Peru
Djibouti,Urban population share,78.7,65,65. Djibouti
Germany,Urban population share,77.9,66,66. Germany
Turkiye,Urban population share,77.9,67,67. Turkiye
West Bank and Gaza,Urban population share,77.9,68,68. West Bank and Gaza
Cuba,Urban population share,77.7,69,69. Cuba
"Iran, Islamic Rep.",Urban population share,77.7,70,"70. Iran, Islamic Rep."
Bulgaria,Urban population share,77,71,71. Bulgaria
Sao Tome and Principe,Urban population share,77,72,72. Sao Tome and Principe
El Salvador,Urban population share,76,73,73. El Salvador
Algeria,Urban population share,75.7,74,74. Algeria
Russian Federation,Urban population share,75.5,75,75. Russian Federation
Equatorial Guinea,Urban population share,74.9,76,76. Equatorial Guinea
Czechia,Urban population share,74.7,77,77. Czechia
Switzerland,Urban population share,74.3,78,78. Switzerland
Botswana,Urban population share,73.5,79,79. Botswana
Hungary,Urban population share,73.2,80,80. Hungary
New Caledonia,Urban population share,73.1,81,81. New Caledonia
Dominica,Urban population share,72.3,82,82. Dominica
Italy,Urban population share,72.3,83,83. Italy
Iraq,Urban population share,71.9,84,84. Iraq
Bolivia,Urban population share,71.5,85,85. Bolivia
Tunisia,Urban population share,70.9,86,86. Tunisia
Ukraine,Urban population share,70.3,87,87. Ukraine
Estonia,Urban population share,70,88,88. Estonia
Panama,Urban population share,69.9,89,89. Panama
"Congo, Rep.",Urban population share,69.6,90,"90. Congo, Rep."
Angola,Urban population share,69.3,91,91. Angola
Mongolia,Urban population share,69.3,92,92. Mongolia
South Africa,Urban population share,69.3,93,93. South Africa
Lithuania,Urban population share,68.9,94,94. Lithuania
Latvia,Urban population share,68.8,95,95. Latvia
Montenegro,Urban population share,68.8,96,96. Montenegro
Cabo Verde,Urban population share,68.4,97,97. Cabo Verde
Portugal,Urban population share,68.4,98,98. Portugal
Cyprus,Urban population share,67.1,99,99. Cyprus
Tuvalu,Urban population share,66.9,100,100. Tuvalu
Suriname,Urban population share,66.5,101,101. Suriname
Morocco,Urban population share,65.6,102,102. Morocco
China,Urban population share,65.5,103,103. China
Albania,Urban population share,65.4,104,104. Albania
"Gambia, The",Urban population share,65.1,105,"105. Gambia, The"
Ecuador,Urban population share,65,106,106. Ecuador
Ireland,Urban population share,64.8,107,107. Ireland
Armenia,Urban population share,63.9,108,108. Armenia
Paraguay,Urban population share,63.5,109,109. Paraguay
French Polynesia,Urban population share,62.4,110,110. French Polynesia
Georgia,Urban population share,61.2,111,111. Georgia
Honduras,Urban population share,60.8,112,112. Honduras
Haiti,Urban population share,60.5,113,113. Haiti
Poland,Urban population share,60.3,114,114. Poland
Nicaragua,Urban population share,60.2,115,115. Nicaragua
Cameroon,Urban population share,59.9,116,116. Cameroon
Ghana,Urban population share,59.9,117,117. Ghana
North Macedonia,Urban population share,59.9,118,118. North Macedonia
Austria,Urban population share,59.8,119,119. Austria
Fiji,Urban population share,59.2,120,120. Fiji
Indonesia,Urban population share,59.2,121,121. Indonesia
